1	32	0.008017	0.000973475
1	32	0.008882	0.000973475
1	32	0.015139	0.000973475
1	32	0.015114	0.000973475
1	32	0.015311	0.000973475
1	32	0.015174	0.000973475
1	32	0.015136	0.000973475
1	32	0.015091	0.000973475
1	32	0.015210	0.000973475
1	32	0.015123	0.000973475
1	64	0.117513	0.00099972
1	64	0.115144	0.00099972
1	64	0.115164	0.00099972
1	64	0.115137	0.00099972
1	64	0.108929	0.00099972
1	64	0.063947	0.00099972
1	64	0.088618	0.00099972
1	64	0.114953	0.00099972
1	64	0.115105	0.00099972
1	64	0.115022	0.00099972
1	128	0.536357	0.000995146
1	128	0.525421	0.000995146
1	128	0.536729	0.000995146
1	128	0.509510	0.000995146
1	128	0.525524	0.000995146
1	128	0.536701	0.000995146
1	128	0.536325	0.000995146
1	128	0.536819	0.000995146
1	128	0.536327	0.000995146
1	128	0.525410	0.000995146
1	256	4.081091	0.000998949
1	256	4.093387	0.000998949
1	256	4.091915	0.000998949
1	256	4.064991	0.000998949
1	256	4.065048	0.000998949
1	256	4.130330	0.000998949
1	256	4.092507	0.000998949
1	256	4.063844	0.000998949
1	256	4.082112	0.000998949
1	256	4.093929	0.000998949
2	32	0.009936	0.000973475
2	32	0.010075	0.000973475
2	32	0.010386	0.000973475
2	32	0.010405	0.000973475
2	32	0.010178	0.000973475
2	32	0.010367	0.000973475
2	32	0.010395	0.000973475
2	32	0.010535	0.000973475
2	32	0.010391	0.000973475
2	32	0.010345	0.000973475
2	64	0.063692	0.00099972
2	64	0.041706	0.00099972
2	64	0.062987	0.00099972
2	64	0.063969	0.00099972
2	64	0.063912	0.00099972
2	64	0.063759	0.00099972
2	64	0.061476	0.00099972
2	64	0.061263	0.00099972
2	64	0.062934	0.00099972
2	64	0.063245	0.00099972
2	128	0.337733	0.000995146
2	128	0.313264	0.000995146
2	128	0.306484	0.000995146
2	128	0.325650	0.000995146
2	128	0.314085	0.000995146
2	128	0.379282	0.000995146
2	128	0.355460	0.000995146
2	128	0.386230	0.000995146
2	128	0.316650	0.000995146
2	128	0.326744	0.000995146
2	256	2.198201	0.000998949
2	256	2.121614	0.000998949
2	256	2.308736	0.000998949
2	256	2.170792	0.000998949
2	256	2.142588	0.000998949
2	256	2.157944	0.000998949
2	256	2.127231	0.000998949
2	256	2.153274	0.000998949
2	256	2.133918	0.000998949
2	256	2.177692	0.000998949
4	32	0.003903	0.000973475
4	32	0.007639	0.000973475
4	32	0.007997	0.000973475
4	32	0.007974	0.000973475
4	32	0.007004	0.000973475
4	32	0.006928	0.000973475
4	32	0.006797	0.000973475
4	32	0.007526	0.000973475
4	32	0.007781	0.000973475
4	32	0.008116	0.000973475
4	64	0.035440	0.00099972
4	64	0.036259	0.00099972
4	64	0.037436	0.00099972
4	64	0.035422	0.00099972
4	64	0.035764	0.00099972
4	64	0.037289	0.00099972
4	64	0.034476	0.00099972
4	64	0.037439	0.00099972
4	64	0.036501	0.00099972
4	64	0.035371	0.00099972
4	128	0.217318	0.000995146
4	128	0.189605	0.000995146
4	128	0.165439	0.000995146
4	128	0.163433	0.000995146
4	128	0.208419	0.000995146
4	128	0.160166	0.000995146
4	128	0.243080	0.000995146
4	128	0.214709	0.000995146
4	128	0.226863	0.000995146
4	128	0.206984	0.000995146
4	256	1.160516	0.000998949
4	256	1.123717	0.000998949
4	256	1.117535	0.000998949
4	256	1.127825	0.000998949
4	256	1.178963	0.000998949
4	256	1.152406	0.000998949
4	256	1.116681	0.000998949
4	256	1.108963	0.000998949
4	256	1.142342	0.000998949
4	256	1.147090	0.000998949
6	32	0.003673	0.000973475
6	32	0.006132	0.000973475
6	32	0.007547	0.000973475
6	32	0.006297	0.000973475
6	32	0.007655	0.000973475
6	32	0.007096	0.000973475
6	32	0.003779	0.000973475
6	32	0.007794	0.000973475
6	32	0.006270	0.000973475
6	32	0.007649	0.000973475
6	64	0.027935	0.00099972
6	64	0.028024	0.00099972
6	64	0.026962	0.00099972
6	64	0.028579	0.00099972
6	64	0.027293	0.00099972
6	64	0.031831	0.00099972
6	64	0.027760	0.00099972
6	64	0.027409	0.00099972
6	64	0.027318	0.00099972
6	64	0.028386	0.00099972
6	128	0.184660	0.000995146
6	128	0.183883	0.000995146
6	128	0.151195	0.000995146
6	128	0.186819	0.000995146
6	128	0.162849	0.000995146
6	128	0.106256	0.000995146
6	128	0.145805	0.000995146
6	128	0.184054	0.000995146
6	128	0.152328	0.000995146
6	128	0.126617	0.000995146
6	256	0.863712	0.000998949
6	256	0.747688	0.000998949
6	256	0.752558	0.000998949
6	256	0.803156	0.000998949
6	256	0.865759	0.000998949
6	256	0.809148	0.000998949
6	256	0.848402	0.000998949
6	256	0.866198	0.000998949
6	256	0.848978	0.000998949
6	256	0.859712	0.000998949
8	32	0.004639	0.000973475
8	32	0.007401	0.000973475
8	32	0.005745	0.000973475
8	32	0.006519	0.000973475
8	32	0.025451	0.000973475
8	32	0.027884	0.000973475
8	32	0.006280	0.000973475
8	32	0.007033	0.000973475
8	32	0.007213	0.000973475
8	32	0.012211	0.000973475
8	64	0.023257	0.00099972
